UID:3125124,﻿Name:HERR B,﻿Verification:432151
﻿id,Time,Trade Type,Instrument,Type,Amount,Unit,PL,Fee,Position Change,Position Balance,Balance Change,Balance,Unit
﻿123895319257231,2022-06-12 16:00:00,Spot,ETH-USDT,Sell,21.01839248,ETH,0E-8,0E-8,0E-8,0E-8,-21.01839248,46.19180551,USDT
﻿123895319257231,2022-06-12 16:00:00,Spot,ETH-USDT,Buy,23.51609992,ETH,0E-8,-0.02351610,0E-8,0E-8,23.49258382,69.43718867,USDT
﻿123895319257231,2022-06-12 16:00:00,Spot,ETH-USDT,Sell,0.01568200,ETH,0E-8,0E-8,0E-8,0E-8,-0.01568200,0.00003160,ETH
﻿123895319257231,2022-06-12 16:00:00,Spot,APE-USDT,Buy,5.41461800,APE,0E-8,-0.00541462,0E-8,0E-8,5.40920338,5.42009174,APE
﻿123895319257231,2022-06-12 16:00:00,Spot,APE-USDT,Sell,23.05165321,APE,0E-8,0E-8,0E-8,0E-8,-23.05165321,45.94460485,USDT
﻿123895319257231,2022-06-12 16:00:00,Spot,ETH-USDT,Sell,23.04482098,ETH,0E-8,0E-8,0E-8,0E-8,-23.04482098,68.99625806,USDT
﻿123895319257231,2022-06-12 16:00:00,Spot,ETH-USDT,Buy,0.01569800,ETH,0E-8,-0.00001570,0E-8,0E-8,0.01568230,0.01571360,ETH
﻿123895319257231,2022-06-12 16:00:00,Spot,APE-USDT,Sell,5.43574000,APE,0E-8,0E-8,0E-8,0E-8,-5.43574000,0.01088836,APE
﻿123895319257231,2022-06-12 16:00:00,Spot,APE-USDT,Buy,23.17690821,APE,0E-8,-0.02317691,0E-8,0E-8,23.15373130,92.04107904,USDT
﻿123895319257231,2022-06-12 16:00:00,Spot,ETH-USDT,Sell,0.01521700,ETH,0E-8,0E-8,0E-8,0E-8,-0.01521700,0.00003130,ETH
﻿123895319257231,2022-06-12 16:00:00,Spot,ETH-USDT,Buy,22.43259706,ETH,0E-8,-0.02243260,0E-8,0E-8,22.41016446,68.88734773,USDT
﻿123895319257231,2022-06-12 16:00:00,Spot,BTC-USDT,Buy,22.93258356,BTC,0E-8,-0.02293258,0E-8,0E-8,22.90965098,46.47718327,USDT
﻿123895319257231,2022-06-12 16:00:00,Spot,BTC-USDT,Sell,0.00083390,BTC,0E-8,0E-8,0E-8,0E-8,-0.00083390,0.00000167,BTC
﻿123895319257231,2022-06-12 16:00:00,Spot,BTC-USDT,Sell,4.42520742,BTC,0E-8,0E-8,0E-8,0E-8,-4.42520742,23.56753229,USDT
﻿123895319257231,2022-06-12 16:00:00,Spot,BTC-USDT,Buy,0.00016348,BTC,0E-8,-1.6E-7,0E-8,0E-8,0.00016332,0.00083557,BTC
﻿123895319257231,2022-06-12 16:00:00,Spot,XCH-USDT,Buy,0.80954200,XCH,0E-8,-0.00080954,0E-8,0E-8,0.80873246,0.81199019,XCH
﻿123895319257231,2022-06-12 16:00:00,Spot,XCH-USDT,Sell,22.58622180,XCH,0E-8,0E-8,0E-8,0E-8,-22.58622180,27.99273972,USDT
﻿123895319257231,2022-06-12 16:00:00,Spot,APE-USDT,Buy,5.44274000,APE,0E-8,-0.00544274,0E-8,0E-8,5.43729726,5.44662836,APE
﻿123895319257231,2022-06-12 16:00:00,Spot,APE-USDT,Sell,22.76099441,APE,0E-8,0E-8,0E-8,0E-8,-22.76099441,50.57896152,USDT
﻿123895319257231,2022-06-12 16:00:00,Spot,XCH-USDT,Sell,1.62612900,XCH,0E-8,0E-8,0E-8,0E-8,-1.62612900,0.00325773,XCH
﻿123895319257231,2022-06-12 16:00:00,Spot,XCH-USDT,Buy,45.46656684,XCH,0E-8,-0.04546657,0E-8,0E-8,45.42110027,73.33995592,USDT
﻿123895319257231,2022-06-12 15:00:00,Spot,XCH-BTC,Sell,0.00010000,XCH,0E-8,0E-8,0E-8,0E-8,-0.00010000,1.62938673,XCH
﻿123895319257231,2022-06-12 15:00:00,Spot,XCH-BTC,Buy,1.0E-7,XCH,0E-8,0E-8,0E-8,0E-8,1.0E-7,0.00067226,BTC
﻿123895319257231,2022-06-12 15:00:00,Spot,XCH-USDT,Sell,23.15110252,XCH,0E-8,0E-8,0E-8,0E-8,-23.15110252,27.91885565,USDT
﻿123895319257231,2022-06-12 15:00:00,Spot,XCH-USDT,Buy,0.82300400,XCH,0E-8,-0.00082300,0E-8,0E-8,0.82218100,1.62948673,XCH
﻿123895319257231,2022-06-12 15:00:00,Spot,BTC-USDT,Buy,4.19497254,BTC,0E-8,-0.00419497,0E-8,0E-8,4.19077757,51.06995817,USDT
﻿123895319257231,2022-06-12 15:00:00,Spot,BTC-USDT,Sell,0.00015277,BTC,0E-8,0E-8,0E-8,0E-8,-0.00015277,0.00067215,BTC
﻿123895319257231,2022-06-12 14:00:00,Spot,XCH-USDT,Buy,0.80644800,XCH,0E-8,-0.00080645,0E-8,0E-8,0.80564155,0.80730574,XCH
﻿123895319257231,2022-06-12 14:00:00,Spot,XCH-USDT,Sell,22.80634944,XCH,0E-8,0E-8,0E-8,0E-8,-22.80634944,46.87918061,USDT
﻿123895319257231,2022-06-12 14:00:00,Spot,XCH-USDT,Sell,0.83052600,XCH,0E-8,0E-8,0E-8,0E-8,-0.83052600,0.00166419,XCH
﻿123895319257231,2022-06-12 14:00:00,Spot,XCH-USDT,Buy,24.01881192,XCH,0E-8,-0.02401881,0E-8,0E-8,23.99479311,69.68553005,USDT
﻿123895319257231,2022-06-12 04:00:00,Spot,APE-USDT,Sell,4.65812200,APE,0E-8,0E-8,0E-8,0E-8,-4.65812200,0.00933110,APE
﻿123895319257231,2022-06-12 04:00:00,Spot,APE-USDT,Buy,20.00709980,APE,0E-8,-0.02000710,0E-8,0E-8,19.98709270,45.69073694,USDT
﻿123895319257231,2022-06-11 22:00:00,Spot,XCH-USDT,Buy,0.02133300,XCH,0E-8,-0.00002133,0E-8,0E-8,0.02131167,0.83219019,XCH
﻿123895319257231,2022-06-11 22:00:00,Spot,XCH-USDT,Sell,0.60393723,XCH,0E-8,0E-8,0E-8,0E-8,-0.60393723,25.70364423,USDT
﻿123895319257231,2022-06-11 22:00:00,Spot,XCH-USDT,Buy,0.80000000,XCH,0E-8,-0.00080000,0E-8,0E-8,0.79920000,0.80088852,XCH
﻿123895319257231,2022-06-11 22:00:00,Spot,XCH-USDT,Buy,0.01000000,XCH,0E-8,-0.00001000,0E-8,0E-8,0.00999000,0.81087852,XCH
﻿123895319257231,2022-06-11 22:00:00,Spot,XCH-USDT,Sell,0.28330000,XCH,0E-8,0E-8,0E-8,0E-8,-0.28330000,26.30758146,USDT
﻿123895319257231,2022-06-11 22:00:00,Spot,XCH-USDT,Sell,22.66400000,XCH,0E-8,0E-8,0E-8,0E-8,-22.66400000,26.59088146,USDT
﻿123895319257231,2022-06-11 20:00:00,Spot,XCH-USDT,Buy,24.35897190,XCH,0E-8,-0.02435897,0E-8,0E-8,24.33461293,49.25488146,USDT
﻿123895319257231,2022-06-11 20:00:00,Spot,XCH-USDT,Sell,0.84287100,XCH,0E-8,0E-8,0E-8,0E-8,-0.84287100,0.00168852,XCH
﻿123895319257231,2022-06-11 20:00:00,Spot,ETH-USDT,Sell,23.87676928,ETH,0E-8,0E-8,0E-8,0E-8,-23.87676928,24.92026854,USDT
﻿123895319257231,2022-06-11 20:00:00,Spot,ETH-USDT,Buy,0.01523200,ETH,0E-8,-0.00001523,0E-8,0E-8,0.01521677,0.01524830,ETH
﻿123895319257231,2022-06-11 20:00:00,Spot,ETH-USDT,Buy,24.16295440,ETH,0E-8,-0.02416295,0E-8,0E-8,24.13879145,48.79703782,USDT
﻿123895319257231,2022-06-11 20:00:00,Spot,ETH-USDT,Sell,0.01534000,ETH,0E-8,0E-8,0E-8,0E-8,-0.01534000,0.00003153,ETH
﻿123895319257231,2022-06-11 18:00:00,Spot,XCH-USDT,Buy,0.70824600,XCH,0E-8,-0.00070825,0E-8,0E-8,0.70753775,0.84455952,XCH
﻿123895319257231,2022-06-11 18:00:00,Spot,XCH-USDT,Sell,19.63257912,XCH,0E-8,0E-8,0E-8,0E-8,-19.63257912,24.65824637,USDT
﻿123895319257231,2022-06-11 17:00:00,Spot,XCH-USDT,Sell,3.71766330,XCH,0E-8,0E-8,0E-8,0E-8,-3.71766330,44.29082549,USDT
﻿123895319257231,2022-06-11 17:00:00,Spot,XCH-USDT,Buy,0.13543400,XCH,0E-8,-0.00013543,0E-8,0E-8,0.13529857,0.13702176,XCH
﻿123895319257231,2022-06-11 17:00:00,Spot,XCH-USDT,Sell,0.86017900,XCH,0E-8,0E-8,0E-8,0E-8,-0.86017900,0.00172320,XCH
﻿123895319257231,2022-06-11 17:00:00,Spot,XCH-USDT,Buy,23.80115293,XCH,0E-8,-0.02380115,0E-8,0E-8,23.77735178,48.00848879,USDT
﻿123895319257231,2022-06-11 16:00:00,Spot,ETH-USDT,Sell,7.24407136,ETH,0E-8,0E-8,0E-8,0E-8,-7.24407136,40.51000069,USDT
